1_Baseline_1,1_HIGH_1,1_REST_1,1_HIGH_2,1_REST_2,1_LOW_1,1_REST_3,1_LOW_2,1_REST_4,1_HIGH_3,1_REST_5,1_LOW_3,1_REST_6,1_LOW_4,1_REST_7,1_HIGH_4,1_REST_8,1_HIGH_5,1_REST_9,1_LOW_5,1_REST_10,1_LOW_6,1_REST_11,1_HIGH_6,1_REST_12,1_HIGH_7,1_REST_13,1_HIGH_8,1_REST_14,1_LOW_7,1_REST_15,1_LOW_8,1_REST_16,1_HIGH_9,1_REST_17,1_LOW_9,1_REST_18,1_LOW_10,1_REST_19,1_HIGH_10,1_REST_20,1_HIGH_11,1_REST_21,1_LOW_11,1_REST_22,1_LOW_12,1_REST_23,1_HIGH_12
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,80.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,82.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,46.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,35.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
69.0,89.0,88.0,87.0,80.0,92.0,83.0,76.0,86.0,99.0,84.0,85.0,83.0,74.0,78.0,28.0,58.0,62.0,77.0,82.0,80.0,79.0,76.0,52.0,75.0,76.0,76.0,85.0,53.0,36.0,42.0,52.0,25.0,28.0,62.0,42.0,71.0,38.0,58.0,33.0,35.0,43.0,14.0,75.0,53.0,59.0,48.0,57.0
